,Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use
2967,13,0,41,0,28,10,3,1,2,182.24,0,0.9274193548387096
2968,11,0,40,0,15,2,3,1,2,101.28,1,0.9950980392156863
2969,14,0,40,2,399,45,3,1,1,1942.68,0,0.9864583333333334
2970,18,0,40,3,26,49,4,1,1,381.275,0,1.2163742690058479
2971,19,0,40,3,123,39,2,1,1,905.625,0,1.4009057971014491
2972,34,1,36,0,31,19,3,2,2,205.36,1,0.5130208333333334
2973,32,0,39,10,16,44,5,1,1,197.4,0,1.7348484848484849
2974,24,0,39,3,41,26,3,1,1,441.92,0,0.9902898550724638
2975,12,0,37,2,15,16,3,1,1,215.76,0,1.6474358974358974
2976,20,1,38,0,24,18,3,1,2,258.52,1,1.1508620689655173
2977,20,1,39,0,49,33,4,1,2,206.1,1,0.8969945355191257
2978,11,0,39,0,15,4,3,1,2,106.68,1,1.0070175438596491
2979,12,0,39,2,15,8,4,1,1,105.625,0,1.0646825396825397
2980,14,0,36,3,29,24,5,1,1,162.21,0,1.1403508771929824
2981,11,0,39,0,24,6,4,1,2,101.675,1,1.1409722222222223
2982,11,0,39,3,19,4,5,1,1,49.11,0,1.0738095238095238
2983,36,0,34,5,15,82,2,2,1,848.025,0,1.1169934640522876
2984,17,0,37,5,286,35,3,2,1,1468.52,0,1.0
2985,13,0,39,2,17,30,3,1,1,261.28,0,0.7968013468013468
2986,14,0,38,0,53,22,4,1,2,201.025,0,0.7322404371584699
2987,17,0,39,2,190,25,2,1,1,1028.925,0,0.9035714285714286
2988,15,0,30,3,208,13,3,2,1,927.32,0,0.7327044025157233
2989,15,0,29,2,45,70,5,1,1,107.085,0,0.7687499999999999
2990,22,1,30,0,25,9,3,1,2,170.28,1,0.6805555555555556
2991,11,0,29,0,36,5,4,1,2,136.675,0,1.1358024691358024
2992,21,0,28,2,34,15,2,1,1,256.005,0,0.761904761904762
2993,13,0,28,2,23,25,3,1,1,264.72,0,0.9059829059829061
2994,13,0,21,2,43,16,3,1,1,282.12,0,1.0503875968992247
2995,27,0,20,3,100,44,2,2,1,790.425,0,0.7813291139240507
2996,23,0,18,2,88,42,5,1,1,284.025,0,0.8818262411347517
2997,19,0,19,5,46,21,3,1,1,341.16,0,1.039516129032258
2998,13,0,12,3,230,12,3,1,1,1138.48,0,1.580409356725146
2999,14,1,12,3,15,9,3,1,1,161.52,1,1.1583333333333334
3000,7,0,39,0,0,19,3,1,1,161.24,0,1.0012626262626263
3001,0,0,40,0,0,0,3,1,2,0.0,0,0.0
3002,9,0,38,0,341,26,3,1,1,1448.12,0,0.6206060606060606
3003,9,0,39,0,0,37,1,1,1,211.97,0,1.0363387978142078
3004,2,0,39,0,0,35,2,1,1,91.845,0,0.6251572327044025
3005,10,0,39,1,14,30,3,1,1,193.88,0,0.7294372294372294
3006,3,0,39,0,267,20,3,1,1,1147.56,0,0.9583333333333334
3007,12,0,38,2,126,45,3,1,1,857.04,0,1.2514367816091954
3008,6,0,39,0,0,46,3,1,1,541.28,0,1.3585365853658538
3009,6,0,39,1,0,27,3,1,1,167.52,0,0.8782051282051282
3010,5,0,39,0,0,14,3,1,1,224.12,0,1.020925925925926
3011,8,0,39,0,0,19,3,1,2,75.28,0,0.6234693877551021
3012,24,0,39,3,36,34,3,1,1,742.2,0,1.116287878787879
3013,3,0,39,1,465,10,3,1,1,1968.48,0,2.037878787878788
3014,8,0,38,0,132,32,2,1,1,1280.565,0,1.4199623352165727
3015,2,0,38,1,168,28,3,1,1,919.04,0,1.2541152263374484
3016,0,0,38,0,0,13,2,1,2,21.555,0,0.8703703703703703
3017,1,0,39,0,0,10,3,1,2,12.56,0,0.5648148148148148
3018,0,0,38,0,0,0,2,1,2,0.0,1,0.0
3019,2,0,38,0,366,45,3,1,1,1753.0,0,0.9703551912568307
3020,6,0,38,1,0,49,4,1,1,280.225,0,1.2371364653243848
3021,7,0,38,1,90,39,2,1,1,692.235,0,1.503095238095238
3022,22,0,34,0,0,19,3,1,2,23.68,1,0.21825396825396823
3023,20,0,37,8,0,44,5,1,1,151.77,0,1.899621212121212
3024,12,0,37,1,8,26,2,1,1,283.77,1,0.9700716845878137
3025,0,0,35,0,0,16,3,1,1,98.08,0,2.3872549019607843
3026,8,1,36,0,0,18,3,1,2,104.84,1,1.1967592592592593
3027,8,0,37,0,16,33,3,1,2,140.08,1,0.7961538461538462
3028,0,0,37,0,0,0,3,1,2,0.0,1,0.0
3029,0,0,37,0,0,8,4,1,1,32.075,0,1.0525
3030,2,0,34,1,0,24,5,1,1,97.08,0,1.1557971014492754
3031,0,0,37,0,0,6,4,1,2,5.625,1,1.8583333333333334
3032,0,0,37,1,0,0,5,1,1,0.0,0,0.0
3033,24,1,32,3,0,82,2,1,1,715.635,0,1.120886981402003
3034,5,0,35,3,253,35,2,2,1,1438.695,0,0.984984984984985
3035,1,0,37,0,0,30,3,1,1,135.6,0,0.7170995670995671
3036,2,0,36,0,20,22,3,1,2,131.96,0,0.5384615384615384
3037,5,0,37,0,157,25,2,1,1,815.535,0,0.8246527777777778
3038,3,0,28,1,175,13,2,2,1,829.845,0,0.48924731182795694
3039,3,0,27,0,12,70,4,1,1,59.925,0,0.5700980392156862
3040,10,0,28,0,0,9,3,1,2,12.6,0,0.24583333333333335
3041,0,0,27,0,3,5,4,1,2,18.125,0,1.4
3042,9,0,26,0,1,15,2,1,1,42.615,0,0.5061728395061729
3043,1,0,26,0,0,25,3,1,1,115.04,0,0.8392857142857143
3044,1,0,19,0,10,16,2,1,1,103.995,0,1.0238095238095237
3045,15,0,18,1,67,44,2,2,1,577.035,0,0.7337009803921568
3046,11,0,16,0,55,42,5,1,1,212.895,0,0.8561244979919679
3047,7,0,17,3,13,21,3,1,1,151.48,0,1.0195833333333333
3048,1,0,10,1,197,12,3,1,1,948.8,0,1.8976190476190478
3049,2,1,10,1,0,9,3,1,1,43.84,1,1.2880952380952382
3061,14,0,40,0,15,19,3,1,2,164.12,0,0.7063888888888888
3062,30,0,40,4,61,34,3,1,1,871.04,0,1.1143578643578644
3072,28,1,35,0,23,19,3,1,2,144.52,1,0.39622641509433965
3077,14,0,38,0,41,33,4,1,2,168.075,1,0.8576666666666667
3095,21,0,19,2,92,44,2,2,1,721.98,0,0.759297052154195
3096,17,0,17,1,80,42,5,1,1,261.21,0,0.869774011299435
3097,13,0,18,4,38,21,3,1,1,280.32,0,1.0316993464052289
3099,8,1,11,2,7,9,3,1,1,100.68,1,1.1946666666666668
3123,26,0,38,9,8,44,5,2,1,174.585,0,1.8080808080808082
3131,5,1,38,0,16,6,4,1,2,63.65,1,1.1961538461538461
